wall_clock,sim_t,alt_ft,roll_deg,pitch_deg,yaw_deg,u_fps,v_fps,w_fps,p_rads,q_rads,r_rads,pwm1,pwm2,pwm3,pwm4,ail,ele,rud,thrFR,thrFL,thrAR,thrAL,flapsR,flapsL,armed,ap_pwm1,ap_pwm2,ap_pwm3,ap_pwm4,ap_pwm8,ap_pwm9,ap_has_armed,motor_active
1779056677.406,0.0083,3000.0,-0.00,-0.00,0.00,0.00,0.00,0.18,-0.0000,-0.0030,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.426,0.0253,3000.0,-0.00,-0.01,0.00,0.01,0.00,0.56,-0.0000,-0.0079,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.446,0.0452,3000.0,-0.00,-0.02,0.00,0.03,0.00,1.00,-0.0000,-0.0141,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.466,0.0658,3000.0,-0.00,-0.04,0.00,0.04,0.00,1.45,-0.0000,-0.0210,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.487,0.0903,2999.9,-0.00,-0.07,0.00,0.05,0.00,1.99,-0.0000,-0.0296,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.507,0.1104,2999.9,-0.00,-0.11,0.00,0.06,0.00,2.43,-0.0000,-0.0370,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.527,0.1301,2999.8,-0.00,-0.16,0.00,0.07,0.00,2.85,-0.0000,-0.0444,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.547,0.1502,2999.8,-0.00,-0.21,0.00,0.08,0.00,3.28,-0.0000,-0.0521,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.568,0.1701,2999.7,-0.00,-0.28,0.00,0.09,0.00,3.70,-0.0000,-0.0598,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.588,0.1900,2999.6,-0.00,-0.35,0.00,0.10,0.00,4.12,-0.0000,-0.0675,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.608,0.2101,2999.5,-0.00,-0.43,0.00,0.12,0.00,4.53,-0.0001,-0.0753,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.629,0.2306,2999.4,-0.00,-0.53,0.00,0.13,0.00,4.95,-0.0001,-0.0830,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.649,0.2506,2999.3,-0.00,-0.63,0.00,0.15,0.00,5.35,-0.0001,-0.0905,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.669,0.2707,2999.2,-0.00,-0.73,0.00,0.17,0.00,5.74,-0.0001,-0.0977,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.690,0.2903,2999.1,-0.00,-0.85,0.00,0.19,0.00,6.12,-0.0001,-0.1046,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.710,0.3102,2999.0,-0.00,-0.97,0.00,0.22,0.00,6.49,-0.0001,-0.1113,0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.730,0.3305,2998.8,-0.00,-1.10,0.00,0.25,0.00,6.87,-0.0001,-0.1180,0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.751,0.3505,2998.7,-0.00,-1.24,0.00,0.28,0.00,7.22,-0.0002,-0.1242,0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.771,0.3705,2998.5,-0.00,-1.39,0.00,0.32,0.00,7.57,-0.0002,-0.1300,0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.791,0.3908,2998.4,-0.00,-1.54,0.00,0.36,0.00,7.91,-0.0002,-0.1355,0.0003,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.811,0.4106,2998.2,-0.00,-1.70,0.00,0.40,0.00,8.24,-0.0002,-0.1402,0.0003,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.832,0.4351,2998.0,-0.00,-1.90,0.00,0.45,0.00,8.62,-0.0002,-0.1453,0.0003,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056677.852,0.4554,2997.8,-0.00,-2.07,0.00,0.50,0.00,8.93,-0.0002,-0.1485,0.0004,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
