wall_clock,sim_t,alt_ft,roll_deg,pitch_deg,yaw_deg,u_fps,v_fps,w_fps,p_rads,q_rads,r_rads,pwm1,pwm2,pwm3,pwm4,ail,ele,rud,thrFR,thrFL,thrAR,thrAL,flapsR,flapsL,armed,ap_pwm1,ap_pwm2,ap_pwm3,ap_pwm4,ap_pwm8,ap_pwm9,ap_has_armed,motor_active
1779056552.727,0.0083,3000.0,0.00,-0.00,-0.00,0.00,-0.00,0.18,0.0000,-0.0030,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056552.747,0.0254,3000.0,0.00,-0.01,-0.00,0.01,-0.00,0.56,0.0000,-0.0079,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056552.768,0.0451,3000.0,0.00,-0.02,-0.00,0.03,-0.00,1.00,0.0000,-0.0141,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056552.788,0.0658,3000.0,-0.00,-0.04,-0.00,0.04,0.00,1.46,-0.0000,-0.0210,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056552.808,0.0906,2999.9,-0.00,-0.08,-0.00,0.05,0.00,2.00,0.0000,-0.0298,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056552.828,0.1107,2999.9,0.00,-0.11,-0.00,0.06,-0.00,2.43,0.0000,-0.0372,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056552.849,0.1304,2999.8,0.00,-0.16,-0.00,0.07,0.00,2.86,-0.0000,-0.0448,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056552.869,0.1506,2999.8,-0.00,-0.22,-0.00,0.08,0.00,3.29,-0.0000,-0.0526,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056552.889,0.1700,2999.7,-0.00,-0.28,-0.00,0.09,0.00,3.70,-0.0000,-0.0602,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056552.910,0.1905,2999.6,-0.00,-0.35,-0.00,0.10,0.00,4.13,-0.0000,-0.0681,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
