wall_clock,sim_t,alt_ft,roll_deg,pitch_deg,yaw_deg,u_fps,v_fps,w_fps,p_rads,q_rads,r_rads,pwm1,pwm2,pwm3,pwm4,ail,ele,rud,thrFR,thrFL,thrAR,thrAL,flapsR,flapsL,armed,ap_pwm1,ap_pwm2,ap_pwm3,ap_pwm4,ap_pwm8,ap_pwm9,ap_has_armed,motor_active
1779056875.477,0.0083,3000.0,0.00,-0.00,-0.00,0.00,-0.00,0.18,0.0000,-0.0030,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.497,0.0253,3000.0,0.00,-0.01,-0.00,0.01,0.00,0.56,-0.0000,-0.0079,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.517,0.0452,3000.0,0.00,-0.02,0.00,0.03,-0.00,1.00,0.0000,-0.0141,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.537,0.0656,3000.0,0.00,-0.04,0.00,0.04,-0.00,1.45,0.0000,-0.0209,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.558,0.0904,2999.9,0.00,-0.07,-0.00,0.05,-0.00,1.99,0.0000,-0.0297,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.578,0.1105,2999.9,0.00,-0.11,-0.00,0.06,-0.00,2.43,0.0000,-0.0370,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.599,0.1303,2999.8,0.00,-0.16,-0.00,0.07,-0.00,2.85,0.0000,-0.0445,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.619,0.1505,2999.8,0.00,-0.22,-0.00,0.08,-0.00,3.28,0.0000,-0.0521,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.639,0.1707,2999.7,0.00,-0.28,-0.00,0.09,-0.00,3.71,0.0000,-0.0599,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.659,0.1903,2999.6,0.00,-0.35,-0.00,0.10,-0.00,4.12,0.0000,-0.0674,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056875.679,0.2103,2999.5,0.00,-0.43,-0.00,0.12,-0.00,4.53,0.0001,-0.0750,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
