wall_clock,sim_t,alt_ft,roll_deg,pitch_deg,yaw_deg,u_fps,v_fps,w_fps,p_rads,q_rads,r_rads,pwm1,pwm2,pwm3,pwm4,ail,ele,rud,thrFR,thrFL,thrAR,thrAL,flapsR,flapsL,armed,ap_pwm1,ap_pwm2,ap_pwm3,ap_pwm4,ap_pwm8,ap_pwm9,ap_has_armed,motor_active
1779056310.017,0.0054,3000.0,-0.00,-0.00,0.00,0.00,0.00,0.12,-0.0000,-0.0021,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.038,0.0253,3000.0,-0.00,-0.01,0.00,0.01,0.00,0.56,-0.0000,-0.0089,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.058,0.0452,3000.0,-0.00,-0.02,0.00,0.02,0.00,0.99,-0.0000,-0.0161,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.079,0.0652,3000.0,-0.00,-0.04,0.00,0.03,0.00,1.43,-0.0000,-0.0236,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.099,0.0853,2999.9,-0.00,-0.08,0.00,0.04,0.00,1.86,-0.0000,-0.0314,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.119,0.1053,2999.9,-0.00,-0.12,0.00,0.04,0.00,2.30,-0.0000,-0.0392,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.139,0.1254,2999.8,-0.00,-0.17,0.00,0.05,0.00,2.73,-0.0000,-0.0472,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.159,0.1454,2999.8,-0.00,-0.22,0.00,0.06,0.00,3.15,-0.0000,-0.0552,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.179,0.1652,2999.7,-0.00,-0.29,0.00,0.07,0.00,3.57,-0.0000,-0.0630,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.199,0.1853,2999.6,-0.00,-0.37,0.00,0.08,0.00,3.99,-0.0000,-0.0710,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.220,0.2050,2999.5,-0.00,-0.45,0.00,0.10,0.00,4.40,-0.0000,-0.0787,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.240,0.2251,2999.5,-0.00,-0.55,0.00,0.11,-0.00,4.81,0.0000,-0.0863,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.260,0.2452,2999.4,-0.00,-0.65,-0.00,0.13,-0.00,5.21,0.0000,-0.0937,-0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.280,0.2652,2999.2,0.00,-0.76,-0.00,0.15,-0.00,5.60,0.0001,-0.1008,-0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.301,0.2852,2999.1,0.00,-0.88,-0.00,0.18,-0.00,5.99,0.0001,-0.1076,-0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.321,0.3101,2999.0,0.00,-1.04,-0.00,0.21,-0.00,6.46,0.0002,-0.1156,-0.0003,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.341,0.3302,2998.8,0.00,-1.18,-0.00,0.24,-0.00,6.83,0.0003,-0.1216,-0.0003,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.361,0.3501,2998.7,0.00,-1.32,-0.00,0.27,-0.00,7.18,0.0004,-0.1270,-0.0004,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.382,0.3703,2998.6,0.00,-1.47,-0.00,0.31,-0.00,7.53,0.0005,-0.1321,-0.0006,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.402,0.3902,2998.4,0.00,-1.62,-0.00,0.35,-0.00,7.87,0.0006,-0.1366,-0.0007,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.422,0.4102,2998.2,0.00,-1.78,-0.00,0.39,-0.00,8.19,0.0007,-0.1406,-0.0009,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.442,0.4302,2998.1,0.00,-1.95,-0.00,0.44,-0.00,8.51,0.0008,-0.1439,-0.0011,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.462,0.4502,2997.9,0.00,-2.11,-0.01,0.49,-0.00,8.81,0.0010,-0.1465,-0.0013,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.483,0.4705,2997.7,0.01,-2.28,-0.01,0.54,-0.00,9.11,0.0011,-0.1483,-0.0015,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.503,0.4902,2997.5,0.01,-2.45,-0.01,0.59,-0.00,9.40,0.0013,-0.1491,-0.0018,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.524,0.5103,2997.3,0.01,-2.62,-0.01,0.65,-0.01,9.68,0.0015,-0.1490,-0.0020,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.544,0.5302,2997.1,0.01,-2.79,-0.01,0.71,-0.01,9.94,0.0016,-0.1480,-0.0022,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.564,0.5503,2996.9,0.01,-2.96,-0.02,0.77,-0.01,10.20,0.0017,-0.1461,-0.0024,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.584,0.5703,2996.7,0.02,-3.13,-0.02,0.84,-0.01,10.46,0.0019,-0.1434,-0.0026,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.605,0.5902,2996.5,0.02,-3.29,-0.02,0.90,-0.01,10.70,0.0020,-0.1398,-0.0029,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.625,0.6100,2996.3,0.02,-3.45,-0.03,0.97,-0.01,10.93,0.0022,-0.1353,-0.0031,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.646,0.6303,2996.1,0.02,-3.60,-0.03,1.04,-0.01,11.16,0.0023,-0.1296,-0.0034,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.666,0.6502,2995.9,0.03,-3.74,-0.03,1.11,-0.01,11.37,0.0025,-0.1232,-0.0036,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.686,0.6752,2995.6,0.03,-3.91,-0.04,1.19,-0.01,11.63,0.0026,-0.1139,-0.0040,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056310.706,0.6951,2995.3,0.03,-4.04,-0.04,1.26,-0.01,11.82,0.0028,-0.1055,-0.0042,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
