wall_clock,sim_t,alt_ft,roll_deg,pitch_deg,yaw_deg,u_fps,v_fps,w_fps,p_rads,q_rads,r_rads,pwm1,pwm2,pwm3,pwm4,ail,ele,rud,thrFR,thrFL,thrAR,thrAL,flapsR,flapsL,armed,ap_pwm1,ap_pwm2,ap_pwm3,ap_pwm4,ap_pwm8,ap_pwm9,ap_has_armed,motor_active
1779056433.845,0.0083,3000.0,0.00,-0.00,-0.00,0.00,-0.00,0.18,0.0000,-0.0030,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056433.865,0.0251,3000.0,0.00,-0.01,-0.00,0.01,-0.00,0.56,0.0000,-0.0078,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056433.886,0.0452,3000.0,0.00,-0.02,-0.00,0.03,-0.00,1.00,0.0000,-0.0141,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056433.906,0.0706,2999.9,0.00,-0.05,-0.00,0.04,-0.00,1.56,0.0000,-0.0227,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056433.926,0.0901,2999.9,0.00,-0.07,-0.00,0.05,-0.00,1.99,0.0000,-0.0296,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056433.946,0.1101,2999.9,0.00,-0.11,-0.00,0.06,-0.00,2.42,0.0000,-0.0370,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056433.966,0.1304,2999.8,0.00,-0.16,-0.00,0.07,-0.00,2.86,0.0000,-0.0447,-0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056433.987,0.1502,2999.8,0.00,-0.22,-0.00,0.08,-0.00,3.28,0.0001,-0.0523,-0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056434.008,0.1702,2999.7,0.00,-0.28,-0.00,0.09,-0.00,3.70,0.0001,-0.0601,-0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056434.028,0.1903,2999.6,0.00,-0.35,-0.00,0.10,-0.00,4.12,0.0001,-0.0678,-0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056434.049,0.2103,2999.5,0.00,-0.44,-0.00,0.12,-0.00,4.53,0.0001,-0.0755,-0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056434.069,0.2307,2999.4,0.00,-0.53,-0.00,0.13,-0.00,4.95,0.0001,-0.0831,-0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
