wall_clock,sim_t,alt_ft,roll_deg,pitch_deg,yaw_deg,u_fps,v_fps,w_fps,p_rads,q_rads,r_rads,pwm1,pwm2,pwm3,pwm4,ail,ele,rud,thrFR,thrFL,thrAR,thrAL,flapsR,flapsL,armed,ap_pwm1,ap_pwm2,ap_pwm3,ap_pwm4,ap_pwm8,ap_pwm9,ap_has_armed,motor_active
1779056637.820,0.0083,3000.0,-0.00,-0.00,0.00,0.00,0.00,0.18,-0.0000,-0.0030,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056637.841,0.0254,3000.0,-0.00,-0.01,0.00,0.01,0.00,0.56,-0.0000,-0.0079,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056637.861,0.0502,3000.0,-0.00,-0.02,0.00,0.03,0.00,1.11,-0.0000,-0.0158,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056637.881,0.0703,2999.9,-0.00,-0.04,0.00,0.04,0.00,1.55,-0.0000,-0.0226,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056637.902,0.0908,2999.9,-0.00,-0.08,0.00,0.05,0.00,2.00,-0.0000,-0.0298,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056637.922,0.1107,2999.9,-0.00,-0.11,0.00,0.06,0.00,2.43,-0.0000,-0.0372,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056637.942,0.1303,2999.8,-0.00,-0.16,0.00,0.07,0.00,2.85,-0.0000,-0.0446,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056637.963,0.1502,2999.8,-0.00,-0.22,0.00,0.08,0.00,3.28,-0.0000,-0.0523,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056637.983,0.1702,2999.7,-0.00,-0.28,0.00,0.09,0.00,3.70,-0.0000,-0.0600,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056638.003,0.1906,2999.6,-0.00,-0.35,0.00,0.10,0.00,4.13,-0.0000,-0.0678,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056638.024,0.2106,2999.5,-0.00,-0.44,0.00,0.12,0.00,4.54,-0.0000,-0.0755,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056638.044,0.2301,2999.4,-0.00,-0.52,0.00,0.13,0.00,4.94,-0.0000,-0.0828,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056638.064,0.2507,2999.3,-0.00,-0.63,0.00,0.15,0.00,5.35,-0.0000,-0.0905,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056638.085,0.2708,2999.2,-0.00,-0.74,0.00,0.17,0.00,5.74,-0.0000,-0.0977,0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056638.105,0.2904,2999.1,-0.00,-0.85,0.00,0.19,0.00,6.12,-0.0000,-0.1046,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
