wall_clock,sim_t,alt_ft,roll_deg,pitch_deg,yaw_deg,u_fps,v_fps,w_fps,p_rads,q_rads,r_rads,pwm1,pwm2,pwm3,pwm4,ail,ele,rud,thrFR,thrFL,thrAR,thrAL,flapsR,flapsL,armed,ap_pwm1,ap_pwm2,ap_pwm3,ap_pwm4,ap_pwm8,ap_pwm9,ap_has_armed,motor_active
1779056513.120,0.0083,3000.0,-0.00,-0.00,0.00,0.00,0.00,0.18,-0.0000,-0.0030,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056513.140,0.0258,3000.0,-0.00,-0.01,0.00,0.02,0.00,0.57,-0.0000,-0.0080,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056513.160,0.0455,3000.0,-0.00,-0.02,0.00,0.03,0.00,1.01,-0.0000,-0.0142,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056513.181,0.0703,2999.9,-0.00,-0.04,0.00,0.04,0.00,1.55,-0.0000,-0.0225,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056513.201,0.0901,2999.9,-0.00,-0.07,0.00,0.05,0.00,1.99,-0.0000,-0.0295,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056513.221,0.1103,2999.9,-0.00,-0.11,0.00,0.06,0.00,2.42,-0.0000,-0.0370,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056513.242,0.1301,2999.8,-0.00,-0.16,0.00,0.07,0.00,2.85,-0.0000,-0.0445,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056513.262,0.1504,2999.8,-0.00,-0.22,0.00,0.08,0.00,3.28,-0.0000,-0.0523,0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056513.283,0.1705,2999.7,-0.00,-0.28,0.00,0.09,-0.00,3.71,0.0000,-0.0602,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056513.303,0.1903,2999.6,-0.00,-0.35,0.00,0.10,-0.00,4.12,0.0000,-0.0680,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
