wall_clock,sim_t,alt_ft,roll_deg,pitch_deg,yaw_deg,u_fps,v_fps,w_fps,p_rads,q_rads,r_rads,pwm1,pwm2,pwm3,pwm4,ail,ele,rud,thrFR,thrFL,thrAR,thrAL,flapsR,flapsL,armed,ap_pwm1,ap_pwm2,ap_pwm3,ap_pwm4,ap_pwm8,ap_pwm9,ap_has_armed,motor_active
1779056393.379,0.0052,3000.0,0.00,-0.00,-0.00,0.00,-0.00,0.11,0.0000,-0.0021,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.400,0.0250,3000.0,0.00,-0.01,-0.00,0.01,-0.00,0.55,0.0000,-0.0089,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.421,0.0450,3000.0,0.00,-0.02,-0.00,0.02,-0.00,0.99,0.0000,-0.0161,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.441,0.0653,3000.0,0.00,-0.04,-0.00,0.03,-0.00,1.43,0.0000,-0.0238,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.461,0.0853,2999.9,0.00,-0.08,-0.00,0.03,-0.00,1.86,0.0000,-0.0315,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.481,0.1051,2999.9,0.00,-0.12,-0.00,0.04,-0.00,2.29,0.0000,-0.0393,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.502,0.1254,2999.8,0.00,-0.17,-0.00,0.05,-0.00,2.72,0.0000,-0.0474,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.522,0.1454,2999.8,0.00,-0.23,-0.00,0.06,-0.00,3.15,0.0000,-0.0554,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.542,0.1652,2999.7,0.00,-0.29,-0.00,0.07,-0.00,3.57,0.0000,-0.0634,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.563,0.1853,2999.6,0.00,-0.37,-0.00,0.08,-0.00,3.99,0.0000,-0.0713,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.583,0.2053,2999.5,0.00,-0.46,-0.00,0.10,-0.00,4.40,0.0000,-0.0790,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.603,0.2250,2999.5,0.00,-0.55,-0.00,0.11,-0.00,4.80,0.0000,-0.0865,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.624,0.2504,2999.3,0.00,-0.68,-0.00,0.14,-0.00,5.31,0.0000,-0.0957,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.644,0.2701,2999.2,0.00,-0.79,-0.00,0.16,-0.00,5.70,0.0000,-0.1026,-0.0000,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.664,0.2904,2999.1,0.00,-0.92,-0.00,0.18,-0.00,6.09,0.0001,-0.1093,-0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.685,0.3102,2999.0,0.00,-1.05,-0.00,0.21,-0.00,6.46,0.0001,-0.1156,-0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.706,0.3303,2998.8,0.00,-1.18,-0.00,0.24,-0.00,6.83,0.0001,-0.1216,-0.0001,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.726,0.3504,2998.7,0.00,-1.33,-0.00,0.27,-0.00,7.19,0.0001,-0.1271,-0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.746,0.3704,2998.5,0.00,-1.47,-0.00,0.31,-0.00,7.53,0.0002,-0.1322,-0.0002,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.766,0.3900,2998.4,0.00,-1.62,-0.00,0.35,-0.00,7.86,0.0002,-0.1367,-0.0003,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.786,0.4104,2998.2,0.00,-1.79,-0.00,0.39,-0.00,8.19,0.0003,-0.1409,-0.0004,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.807,0.4302,2998.1,0.00,-1.95,-0.00,0.44,-0.00,8.51,0.0004,-0.1443,-0.0005,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.827,0.4502,2997.9,0.00,-2.12,-0.00,0.49,-0.00,8.81,0.0005,-0.1468,-0.0006,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.848,0.4702,2997.7,0.00,-2.29,-0.00,0.54,-0.00,9.11,0.0006,-0.1485,-0.0008,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.868,0.4902,2997.5,0.00,-2.46,-0.00,0.59,-0.00,9.40,0.0007,-0.1496,-0.0009,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.888,0.5101,2997.3,0.00,-2.63,-0.01,0.65,-0.00,9.67,0.0009,-0.1497,-0.0011,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.908,0.5351,2997.1,0.01,-2.84,-0.01,0.73,-0.00,10.01,0.0010,-0.1484,-0.0014,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.928,0.5553,2996.9,0.01,-3.01,-0.01,0.79,-0.00,10.27,0.0012,-0.1464,-0.0016,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.949,0.5751,2996.7,0.01,-3.18,-0.01,0.85,-0.00,10.51,0.0013,-0.1435,-0.0019,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.969,0.5952,2996.5,0.01,-3.34,-0.01,0.92,-0.01,10.75,0.0015,-0.1394,-0.0021,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056393.990,0.6152,2996.2,0.01,-3.50,-0.02,0.99,-0.01,10.99,0.0017,-0.1343,-0.0023,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056394.010,0.6353,2996.0,0.01,-3.65,-0.02,1.05,-0.01,11.21,0.0018,-0.1282,-0.0026,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056394.031,0.6550,2995.8,0.02,-3.79,-0.02,1.12,-0.01,11.42,0.0019,-0.1212,-0.0028,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056394.051,0.6752,2995.6,0.02,-3.92,-0.03,1.19,-0.01,11.62,0.0021,-0.1135,-0.0031,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056394.071,0.6951,2995.3,0.02,-4.05,-0.03,1.26,-0.01,11.82,0.0023,-0.1052,-0.0034,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
1779056394.091,0.7151,2995.1,0.03,-4.16,-0.03,1.33,-0.01,12.01,0.0025,-0.0963,-0.0038,1000,1000,1000,1000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1000,1000,1000,1000,1142,1142,0,0
